,complaint_id,date_received,district_occurrence,general_cap_classification,summary,date_of_complaint,officer_id,po_race,po_sex,po_assigned_unit,allegations_investigated,num_complaint_rows,complaint_key,sustained_investigative_finding,guilty_disciplinary_finding,training_counseling_or_guilty_disciplinary_finding,complainant_sex,complainant_race,complainant_age
3268,16-0634,2016-12-31,200, NON-INVESTIGATORY INCIDENT,"According to the complainant, on several occasions the Commissioners Office did not provide them with proper service for failing to ensure that the personnel assigned to Internal Affairs Division are following the protocols outlined in the mayor's executive order.",,82775041.0,black,male,9802 COMMISSIONERS OFFIC,No C.A.P. Investigation,1,"16-0634,82775041.0,No C.A.P. Investigation",False,False,False,male,black,50.0
3269,16-0635,2016-12-31,200, NON-INVESTIGATORY INCIDENT,"According to the complainant, on several occasions they did not receive proper service from a commander of the Office of Professional Responsibility .",,78277513.0,black,female,9812 INTERNAL INVEST ADM,No C.A.P. Investigation,1,"16-0635,78277513.0,No C.A.P. Investigation",False,False,False,male,black,50.0
3270,16-0636,2016-12-31,200, NON-INVESTIGATORY INCIDENT,"According to the complainant, on several occasions they did not receive proper service from officers assigned to Internal Affairs Division.",,90469934.0,black,male,9800 INTERNAL AFFAIRS,No C.A.P. Investigation,1,"16-0636,90469934.0,No C.A.P. Investigation",False,False,False,male,black,50.0
3271,16-0637,2016-12-31,200, NON-INVESTIGATORY INCIDENT,"According to the complainant, on several occasions they did not receive proper service from a supervisor assigned to Audits and Inspections.",,75157052.0,white,male,9914 QUALITY ASSURANCE B,No C.A.P. Investigation,1,"16-0637,75157052.0,No C.A.P. Investigation",False,False,False,male,black,50.0
3272,16-0638,2016-12-19,1900, VERBAL ABUSE,"According to the complainant, on 11-27-16 at 9:30pm, they were treated unprofessionally and verbally abused by an officer assigned to the 19th District.",2016-11-27,21313058.0,white,female,1900 19TH DISTRICT,Civil Rights Complaint,1,"16-0638,21313058.0,Civil Rights Complaint",False,False,False,male,black,35.0
3273,16-0638,2016-12-19,1900, VERBAL ABUSE,"According to the complainant, on 11-27-16 at 9:30pm, they were treated unprofessionally and verbally abused by an officer assigned to the 19th District.",2016-11-27,21313058.0,white,female,1900 19TH DISTRICT,Verbal Abuse,1,"16-0638,21313058.0,Verbal Abuse",False,False,False,male,black,35.0
3274,16-0639,2016-12-20,3500, DOMESTIC,"According to the complainant, on 12-12-16 at 2:30pm, they have were threatened and harassed by an officer assigned to the 3rd District.",2016-12-12,60532190.0,black,female,0300 03RD DISTRICT,Domestic,1,"16-0639,60532190.0,Domestic",False,False,False,male,black,37.0
3276,16-0640,2016-12-20,1500, LACK OF SERVICE,"According to the complainant, on 12-8-16 at 8:00pm, they were treated unprofessionally and proper police procedures were not followed by officers assigned to the 15th District.",2016-12-08,27318803.0,white,female,1500 15TH DISTRICT,Verbal Abuse,1,"16-0640,27318803.0,Verbal Abuse",False,False,False,female,black,38.0
3277,16-0641,2016-12-20,600, LACK OF SERVICE,"According to the complainant, on 11-14-16, at 3:53 PM officers assigned to the 6th District did not provide them with proper service and failed to safely operate their patrol vehicle.",2016-11-14,55706788.0,white,male,0600 06TH DISTRICT,Lack of Service,1,"16-0641,55706788.0,Lack of Service",False,False,False,male,black,58.0
3278,16-0641,2016-12-20,600, LACK OF SERVICE,"According to the complainant, on 11-14-16, at 3:53 PM officers assigned to the 6th District did not provide them with proper service and failed to safely operate their patrol vehicle.",2016-11-14,29643442.0,white,male,0600 06TH DISTRICT,Lack of Service,1,"16-0641,29643442.0,Lack of Service",False,False,False,male,black,58.0
3280,16-0642,2016-12-20,3500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-10-16 at 10:20pm, they are being harassed and verbally abused by the officer assigned to the 35th District.",2016-12-10,23622762.0,white,male,3500 35TH DISTRICT,Verbal Abuse,1,"16-0642,23622762.0,Verbal Abuse",False,False,False,female,black,39.0
3281,16-0642,2016-12-20,3500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-10-16 at 10:20pm, they are being harassed and verbally abused by the officer assigned to the 35th District.",2016-12-10,23622762.0,white,male,3500 35TH DISTRICT,Departmental Violation,1,"16-0642,23622762.0,Departmental Violation",False,False,False,female,black,39.0
3282,16-0643,2016-12-20,1200, LACK OF SERVICE,"According to the complainant, on 12-10-16 at 9:30pm, they did not receive proper service from an officer assigned to the 12th District.",2016-12-10,44232942.0,black,male,1200 12TH DISTRICT,Lack of Service,1,"16-0643,44232942.0,Lack of Service",False,False,False,female,white,38.0
3283,16-0643,2016-12-20,1200, LACK OF SERVICE,"According to the complainant, on 12-10-16 at 9:30pm, they did not receive proper service from an officer assigned to the 12th District.",2016-12-10,15826589.0,white,male,1200 12TH DISTRICT,Lack of Service,1,"16-0643,15826589.0,Lack of Service",False,False,False,female,white,38.0
3284,16-0644,2016-12-20,800, LACK OF SERVICE,"According to the complainant, on 11-24-16 at 11:00am, they did not receive proper service from an officer assigned to the 8th District.",2016-11-24,32476884.0,white,male,0800 08TH DISTRICT,Lack of Service,2,"16-0644,32476884.0,Lack of Service",True,False,True,female,white,27.0
3287,16-0644,2016-12-20,800, LACK OF SERVICE,"According to the complainant, on 11-24-16 at 11:00am, they did not receive proper service from an officer assigned to the 8th District.",2016-11-24,62308885.0,white,male,0800 08TH DISTRICT,Lack of Service,1,"16-0644,62308885.0,Lack of Service",True,False,True,female,white,27.0
3288,16-0645,2016-12-20,2200, PHYSICAL ABUSE,"According to the complainant, on 12-9-16 at 11:00pm, they were physically abused by officers assigned to the 22nd District.",2016-12-09,84344713.0,white,male,2200 22ND DISTRICT,Physical Abuse,1,"16-0645,84344713.0,Physical Abuse",False,False,False,male,black,25.0
3289,16-0646,2016-12-22,1900, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 11-3-16 at 5:15pm, proper police procedures were not followed by officers assigned to the 19th District.",2016-11-03,85357858.0,white,male,1900 19TH DISTRICT,Departmental Violation,2,"16-0646,85357858.0,Departmental Violation",True,False,True,male,black,33.0
3291,16-0646,2016-12-22,1900, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 11-3-16 at 5:15pm, proper police procedures were not followed by officers assigned to the 19th District.",2016-11-03,89705697.0,white,male,9807 SUPP POLICE SERVICE,Departmental Violation,1,"16-0646,89705697.0,Departmental Violation",True,False,True,male,black,33.0
3292,16-0647,2016-12-31,200, NON-INVESTIGATORY INCIDENT,"According to the complainant, on 12-13-16 at 6:00pm, they did not receive proper service from a commander assigned to Internal Affairs Division.",2016-12-13,30657617.0,black,male,9800 INTERNAL AFFAIRS,No C.A.P. Investigation,1,"16-0647,30657617.0,No C.A.P. Investigation",False,False,False,male,black,50.0
3293,16-0648,2016-12-22,1700, PHYSICAL ABUSE,"According to the complainant, on 12-18-16 at 5:00am, they was physically abused by an officer assigned to the 17th District.",2016-12-18,43490335.0,white,female,1700 17TH DISTRICT,Departmental Violation,1,"16-0648,43490335.0,Departmental Violation",True,False,True,female,black,23.0
3294,16-0648,2016-12-22,1700, PHYSICAL ABUSE,"According to the complainant, on 12-18-16 at 5:00am, they was physically abused by an officer assigned to the 17th District.",2016-12-18,28212129.0,black,female,1700 17TH DISTRICT,Physical Abuse,1,"16-0648,28212129.0,Physical Abuse",False,False,False,female,black,23.0
3295,16-0648,2016-12-22,1700, PHYSICAL ABUSE,"According to the complainant, on 12-18-16 at 5:00am, they was physically abused by an officer assigned to the 17th District.",2016-12-18,28212129.0,black,female,1700 17TH DISTRICT,Departmental Violation,1,"16-0648,28212129.0,Departmental Violation",True,False,True,female,black,23.0
3296,16-0649,2016-12-22,, DOMESTIC,"According to the complainant, on 12-17-16 at 4:30am, they were threatened by an off- duty officer assigned to the 6th District.",2016-12-17,60922548.0,black,male,0600 06TH DISTRICT,Domestic,1,"16-0649,60922548.0,Domestic",False,False,False,female,black,47.0
3297,16-0650,2016-12-22,800, LACK OF SERVICE,"According to the complainant, on 11-10-16 at 7:30pm, they did not receive proper service from an officer assigned to the 8th District.",2016-11-10,18657800.0,white,male,0800 08TH DISTRICT,Lack of Service,1,"16-0650,18657800.0,Lack of Service",True,False,True,female,white,42.0
3298,16-0651,2016-12-22,1800, CIVIL RIGHTS COMPLAINT,"According to the complainant, on 11-17-16 at 7:00pm, they were treated unprofessionally and racially profiled by officers assigned to the 18th District.",2016-11-17,56593419.0,white,male,1800 18TH DISTRICT,Civil Rights Complaint,1,"16-0651,56593419.0,Civil Rights Complaint",False,False,False,female,black,43.0
3299,16-0651,2016-12-22,1800, CIVIL RIGHTS COMPLAINT,"According to the complainant, on 11-17-16 at 7:00pm, they were treated unprofessionally and racially profiled by officers assigned to the 18th District.",2016-11-17,56593419.0,white,male,1800 18TH DISTRICT,Unprofessional Conduct,1,"16-0651,56593419.0,Unprofessional Conduct",False,False,False,female,black,43.0
3300,16-0651,2016-12-22,1800, CIVIL RIGHTS COMPLAINT,"According to the complainant, on 11-17-16 at 7:00pm, they were treated unprofessionally and racially profiled by officers assigned to the 18th District.",2016-11-17,22245694.0,white,male,1800 18TH DISTRICT,Civil Rights Complaint,1,"16-0651,22245694.0,Civil Rights Complaint",False,False,False,female,black,43.0
3302,16-0653,2016-12-27,1700, PHYSICAL ABUSE,"According to the complainant, on 12-19-16 at 11:05pm, they were physically abused by and did not receive proper service from an officer assigned to the 17th District.",2016-12-19,24189073.0,black,male,1700 17TH DISTRICT,Physical Abuse,1,"16-0653,24189073.0,Physical Abuse",False,False,False,male,black,28.0
3303,16-0654,2016-12-27,2200, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-20-16 at 1:00pm, their property was damaged by an officer assigned to the 22nd District.",2016-12-20,55869180.0,black,male,2200 22ND DISTRICT,Departmental Violation,1,"16-0654,55869180.0,Departmental Violation",False,False,False,male,black,46.0
3304,16-0655,2016-12-26,1700, LACK OF SERVICE,"According to the complainant, on 12-14-16, they did not receive proper service from officers and a supervisor assigned to the 17th District.",2016-12-14,23209401.0,white,male,1700 17TH DISTRICT,Lack of Service,1,"16-0655,23209401.0,Lack of Service",False,False,False,female,black,44.0
3305,16-0655,2016-12-26,1700, LACK OF SERVICE,"According to the complainant, on 12-14-16, they did not receive proper service from officers and a supervisor assigned to the 17th District.",2016-12-14,23153955.0,black,male,1700 17TH DISTRICT,Lack of Service,1,"16-0655,23153955.0,Lack of Service",False,False,False,female,black,44.0
3306,16-0655,2016-12-26,1700, LACK OF SERVICE,"According to the complainant, on 12-14-16, they did not receive proper service from officers and a supervisor assigned to the 17th District.",2016-12-14,13598596.0,white,male,1700 17TH DISTRICT,Lack of Service,1,"16-0655,13598596.0,Lack of Service",False,False,False,female,black,44.0
3307,16-0655,2016-12-26,1700, LACK OF SERVICE,"According to the complainant, on 12-14-16, they did not receive proper service from officers and a supervisor assigned to the 17th District.",2016-12-14,15451166.0,asian,male,1700 17TH DISTRICT,Lack of Service,1,"16-0655,15451166.0,Lack of Service",False,False,False,female,black,44.0
3308,16-0656,2016-12-27,3900, UNPROFESSIONAL CONDUCT,"According to the complainant, on 12-2-16 at 5:45pm, a commander assigned to the 39th District conducted themselves unprofessionally during the investigation of a sudden death.",2016-12-02,96504518.0,white,male,6600 NORTHWEST DETECTIVE,Lack of Service,1,"16-0656,96504518.0,Lack of Service",False,False,False,male,white,68.0
3309,16-0656,2016-12-27,3900, UNPROFESSIONAL CONDUCT,"According to the complainant, on 12-2-16 at 5:45pm, a commander assigned to the 39th District conducted themselves unprofessionally during the investigation of a sudden death.",2016-12-02,99502755.0,white,male,3900 39TH DISTRICT,Unprofessional Conduct,1,"16-0656,99502755.0,Unprofessional Conduct",False,False,False,male,white,68.0
3310,16-0657,2016-12-28,100, VERBAL ABUSE,"According to the complainant, on 12-18-16 at 1:27pm, they were verbally abused by an officer assigned to the 1st District.",2016-12-18,75570756.0,latino,male,0100 01ST DISTRICT,Verbal Abuse,1,"16-0657,75570756.0,Verbal Abuse",False,False,False,male,white,46.0
3311,16-0658,2016-12-28,3500, LACK OF SERVICE,"According to the complainant, on 11-14-16 at 5:00pm, proper service was not provided by a detective assigned to Northwest Detective Division.",2016-11-14,61750299.0,black,male,6600 NORTHWEST DETECTIVE,Lack of Service,1,"16-0658,61750299.0,Lack of Service",False,False,False,male,black,51.0
3312,16-0659,2016-12-28,3500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-16-16 at 1:20pm, proper police procedures were not followed by an off duty officer assigned to the 5th District.",2016-12-16,74099275.0,black,female,0500 05TH DISTRICT,Departmental Violation,1,"16-0659,74099275.0,Departmental Violation",False,False,False,female,black,34.0
3313,16-0660,2016-12-29,600, PHYSICAL ABUSE,"According to the complainant, on 11-11-16 at 11:30pm, they were physically abused by an officer assigned to the 6th District.",2016-11-11,36524316.0,asian,male,0600 06TH DISTRICT,Physical Abuse,1,"16-0660,36524316.0,Physical Abuse",False,False,False,male,black,32.0
3314,16-0661,2016-12-29,2400, PHYSICAL ABUSE,"According to the complainant, on 12-22-16 at 7:20pm, they were physically abused by officers assigned to the 24th District.",2016-12-22,44500047.0,white,male,2400 24TH DISTRICT,Physical Abuse,1,"16-0661,44500047.0,Physical Abuse",False,False,False,male,latino,45.0
3315,16-0661,2016-12-29,2400, PHYSICAL ABUSE,"According to the complainant, on 12-22-16 at 7:20pm, they were physically abused by officers assigned to the 24th District.",2016-12-22,15132219.0,white,male,2400 24TH DISTRICT,Physical Abuse,1,"16-0661,15132219.0,Physical Abuse",False,False,False,male,latino,45.0
3316,16-0661,2016-12-29,2400, PHYSICAL ABUSE,"According to the complainant, on 12-22-16 at 7:20pm, they were physically abused by officers assigned to the 24th District.",2016-12-22,94699327.0,white,male,2400 24TH DISTRICT,Physical Abuse,1,"16-0661,94699327.0,Physical Abuse",False,False,False,male,latino,45.0
3318,16-0662,2016-12-30,1500, DEPARTMENTAL VIOLATIONS,"According to the complainant, an officer assigned to the 14th District is associating with known criminals while off-duty.",,85274774.0,black,female,1400 14TH DISTRICT,Departmental Violation,1,"16-0662,85274774.0,Departmental Violation",False,False,False,male,black,34.0
