,complaint_id,date_received,district_occurrence,general_cap_classification,summary,complainant_sex,complainant_race,complainant_age,officer_id,po_race,po_sex,po_assigned_unit,allegations_investigated,investigative_findings,disciplinary_findings
4000,17-0173,2017-04-21,2400, LACK OF SERVICE,"According to the complainant, on 4-4-17 at 6:00pm, their family member did not receive proper service and were treated unprofessionally by officers assigned to the 24th District.",female,black,17.0,16842138.0,white,male,2400 24TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
4001,17-0174,2017-05-22,2500, LACK OF SERVICE,"According to the complainant, on 4-3-17 at 3:00pm, they were improperly issued a traffic citation by officers assigned to the 25th District.",male,white,57.0,94950296.0,black,male,2500 25TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
4002,17-0174,2017-05-22,2500, LACK OF SERVICE,"According to the complainant, on 4-3-17 at 3:00pm, they were improperly issued a traffic citation by officers assigned to the 25th District.",male,white,57.0,26795923.0,white,male,2500 25TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
4003,17-0174,2017-05-22,2500, LACK OF SERVICE,"According to the complainant, on 4-3-17 at 3:00pm, they were improperly issued a traffic citation by officers assigned to the 25th District.",male,white,57.0,77351056.0,white,male,2500 25TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
4004,17-0174,2017-05-22,2500, LACK OF SERVICE,"According to the complainant, on 4-3-17 at 3:00pm, they were improperly issued a traffic citation by officers assigned to the 25th District.",male,white,57.0,39390203.0,white,male,2500 25TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
4005,17-0175,2017-04-20,1800, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 3-28-17 at 5:15pm, they were improperly issued a citation by an officer assigned to the 18th District.",female,black,47.0,92916967.0,white,male,1800 18TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
4006,17-0176,2017-05-01,3900, LACK OF SERVICE,"According to the complainant, on 4-11-17 at 12:00pm, they did not receive proper service from officers assigned to the 39th District.",female,black,51.0,29659578.0,white,male,3900 39TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
4007,17-0176,2017-05-01,3900, LACK OF SERVICE,"According to the complainant, on 4-11-17 at 12:00pm, they did not receive proper service from officers assigned to the 39th District.",female,black,51.0,87007867.0,black,male,3900 39TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
4008,17-0176,2017-05-01,3900, LACK OF SERVICE,"According to the complainant, on 4-11-17 at 12:00pm, they did not receive proper service from officers assigned to the 39th District.",female,black,51.0,38865091.0,latino,male,3900 39TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
4009,17-0176,2017-05-01,3900, LACK OF SERVICE,"According to the complainant, on 4-11-17 at 12:00pm, they did not receive proper service from officers assigned to the 39th District.",female,black,51.0,54228441.0,white,male,3500 35TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
4010,17-0177,2017-04-21,3500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 09-29-16, proper procedures were not followed by an officer assigned to the 35th District.",female,black,59.0,64483835.0,white,male,3500 35TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
4011,17-0178,2017-05-03,800, NON-INVESTIGATORY INCIDENT,"According to the complainant, on 4-11-17 at 8:30pm, a civilian, is misusing their position with the Police Department in order to falsify information against them. The civilian employee is assigned to the Criminalistics Lab.",male,white,48.0,92112047.0,asian,female,4918 CRIMINALISTIC LAB,No C.A.P. Investigation,Not Applicable,Not Applicable
4012,17-0179,2017-05-03,200, NON-INVESTIGATORY INCIDENT,"According to the complainants, on 4-9-17 at 1:56am, an officer assigned to the 2nd District, falsified information to arrest them.",male,black,26.0,33823053.0,white,male,0200 02ND DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
4013,17-0179,2017-05-03,200, NON-INVESTIGATORY INCIDENT,"According to the complainants, on 4-9-17 at 1:56am, an officer assigned to the 2nd District, falsified information to arrest them.",male,black,26.0,31104623.0,white,male,0200 02ND DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
4014,17-0179,2017-05-03,200, NON-INVESTIGATORY INCIDENT,"According to the complainants, on 4-9-17 at 1:56am, an officer assigned to the 2nd District, falsified information to arrest them.",female,black,24.0,33823053.0,white,male,0200 02ND DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
4015,17-0179,2017-05-03,200, NON-INVESTIGATORY INCIDENT,"According to the complainants, on 4-9-17 at 1:56am, an officer assigned to the 2nd District, falsified information to arrest them.",female,black,24.0,31104623.0,white,male,0200 02ND DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
4016,17-0180,2017-04-20,1200, LACK OF SERVICE,"According to the complainant, on 4-12-17 at 6:50pm, they were not provided proper police service and were treated unprofessionally by a sergeant and officer assigned to the 12th District.",female,black,65.0,23705331.0,black,male,1200 12TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
4017,17-0180,2017-04-20,1200, LACK OF SERVICE,"According to the complainant, on 4-12-17 at 6:50pm, they were not provided proper police service and were treated unprofessionally by a sergeant and officer assigned to the 12th District.",female,black,65.0,36633493.0,black,female,9821 SAFETY OFFICE,Unprofessional Conduct,No Sustained Findings,Not Applicable
4018,17-0181,2017-04-21,1500, LACK OF SERVICE,"According to the complainant, on 4-13-17 at 1:00pm, they were treated unprofessionally by an officer assigned to the 15th District.",female,other,64.0,63380739.0,latino,male,1500 15TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
4019,17-0181,2017-04-21,1500, LACK OF SERVICE,"According to the complainant, on 4-13-17 at 1:00pm, they were treated unprofessionally by an officer assigned to the 15th District.",female,other,64.0,23459169.0,white,female,1500 15TH DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
4020,17-0181,2017-04-21,1500, LACK OF SERVICE,"According to the complainant, on 4-13-17 at 1:00pm, they were treated unprofessionally by an officer assigned to the 15th District.",female,other,64.0,23459169.0,white,female,1500 15TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
4021,17-0182,2017-04-24,300, LACK OF SERVICE,"According to the complainant, on 4-12-17 at 2:45pm, they were verbally abused and not provided proper service by a lieutenant assigned to the 3rd District.",male,white,70.0,57621499.0,black,male,0300 03RD DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
4022,17-0183,2017-04-21,300, VERBAL ABUSE,"According to the complainant, on 4-12-17 at 7:18pm, they treated unprofessionally by officers assigned to the 3rd District.",female,white,53.0,16865140.0,asian,male,0300 03RD DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
4023,17-0183,2017-04-21,300, VERBAL ABUSE,"According to the complainant, on 4-12-17 at 7:18pm, they treated unprofessionally by officers assigned to the 3rd District.",female,white,53.0,89798910.0,white,male,0300 03RD DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
4024,17-0184,2017-05-01,1400, LACK OF SERVICE,"According to the complainant, on 12-8-16, they were harassed and falsely arrested on two different occasions by detectives assigned to Northwest Detective Division.",male,black,51.0,61750299.0,black,male,6600 NORTHWEST DETECTIVE,Lack of Service,No Sustained Findings,Not Applicable
4025,17-0184,2017-05-01,1400, LACK OF SERVICE,"According to the complainant, on 12-8-16, they were harassed and falsely arrested on two different occasions by detectives assigned to Northwest Detective Division.",male,black,51.0,61750299.0,black,male,6600 NORTHWEST DETECTIVE,Lack of Service,No Sustained Findings,Not Applicable
4026,17-0184,2017-05-01,1400, LACK OF SERVICE,"According to the complainant, on 12-8-16, they were harassed and falsely arrested on two different occasions by detectives assigned to Northwest Detective Division.",male,black,51.0,,,,,Departmental Violation,No Sustained Findings,Not Applicable
4027,17-0184,2017-05-01,1400, LACK OF SERVICE,"According to the complainant, on 12-8-16, they were harassed and falsely arrested on two different occasions by detectives assigned to Northwest Detective Division.",male,black,51.0,26692239.0,black,male,6600 NORTHWEST DETECTIVE,Departmental Violation,No Sustained Findings,Not Applicable
4028,17-0185,2017-04-17,800, PHYSICAL ABUSE,"According to the complainant, on 4-11-17 at 8:30pm, they were physically abused by a sergeant assigned to the 8th District.",male,white,18.0,22282258.0,white,male,0800 08TH DISTRICT,Departmental Violation,Sustained Finding,Guilty Finding
4029,17-0185,2017-04-17,800, PHYSICAL ABUSE,"According to the complainant, on 4-11-17 at 8:30pm, they were physically abused by a sergeant assigned to the 8th District.",male,white,18.0,22282258.0,white,male,0800 08TH DISTRICT,Verbal Abuse,Sustained Finding,Guilty Finding
4030,17-0185,2017-04-17,800, PHYSICAL ABUSE,"According to the complainant, on 4-11-17 at 8:30pm, they were physically abused by a sergeant assigned to the 8th District.",male,white,18.0,22282258.0,white,male,0800 08TH DISTRICT,Physical Abuse,Sustained Finding,Guilty Finding
4031,17-0186,2017-04-21,700, PHYSICAL ABUSE,"According to the complainant, on 4-12-17 at 10:30am, they were physically and verbally abused by officers assigned to the 7th District.",female,other,27.0,51583482.0,black,female,0700 07TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
4032,17-0186,2017-04-21,700, PHYSICAL ABUSE,"According to the complainant, on 4-12-17 at 10:30am, they were physically and verbally abused by officers assigned to the 7th District.",female,other,27.0,51583482.0,black,female,0700 07TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
4033,17-0187,2017-04-24,7700, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 4-15-17 at 4:00pm, they were treated unprofessionally by an officer assigned to the Airport Unit.",male,white,35.0,98428499.0,black,male,7700 AIRPORT,Unprofessional Conduct,No Sustained Findings,Not Applicable
4034,17-0188,2017-04-24,2500, CRIMINAL ALLEGATION,"According to the complainant, on 4-16-17 at 11:50am, they were falsely detained and property was taken from them by an officer and sergeant assigned to the 25th District.",male,latino,47.0,83770162.0,white,male,2500 25TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
4035,17-0188,2017-04-24,2500, CRIMINAL ALLEGATION,"According to the complainant, on 4-16-17 at 11:50am, they were falsely detained and property was taken from them by an officer and sergeant assigned to the 25th District.",male,latino,47.0,83770162.0,white,male,2500 25TH DISTRICT,Criminal Allegation,No Sustained Findings,Not Applicable
4036,17-0188,2017-04-24,2500, CRIMINAL ALLEGATION,"According to the complainant, on 4-16-17 at 11:50am, they were falsely detained and property was taken from them by an officer and sergeant assigned to the 25th District.",male,latino,47.0,11800100.0,white,male,2500 25TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
4037,17-0188,2017-04-24,2500, CRIMINAL ALLEGATION,"According to the complainant, on 4-16-17 at 11:50am, they were falsely detained and property was taken from them by an officer and sergeant assigned to the 25th District.",male,latino,47.0,11800100.0,white,male,2500 25TH DISTRICT,Criminal Allegation,No Sustained Findings,Not Applicable
4038,17-0188,2017-04-24,2500, CRIMINAL ALLEGATION,"According to the complainant, on 4-16-17 at 11:50am, they were falsely detained and property was taken from them by an officer and sergeant assigned to the 25th District.",male,latino,47.0,89307271.0,white,male,2500 25TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
4039,17-0188,2017-04-24,2500, CRIMINAL ALLEGATION,"According to the complainant, on 4-16-17 at 11:50am, they were falsely detained and property was taken from them by an officer and sergeant assigned to the 25th District.",male,latino,47.0,89307271.0,white,male,2500 25TH DISTRICT,Criminal Allegation,No Sustained Findings,Not Applicable
4040,17-0189,2017-04-25,1800, LACK OF SERVICE,"According to the complainant, on 12-21-15, they did not receive proper service from a sergeant and detective assigned to Counter Terrorism. This incident occurred in the confines of the 18th District.",female,white,49.0,63510858.0,black,male,6500 SOUTHWEST DET,Lack of Service,No Sustained Findings,Not Applicable
4041,17-0189,2017-04-25,1800, LACK OF SERVICE,"According to the complainant, on 12-21-15, they did not receive proper service from a sergeant and detective assigned to Counter Terrorism. This incident occurred in the confines of the 18th District.",female,white,49.0,68891412.0,white,male,9844 Domestic Prepardnes,Lack of Service,No Sustained Findings,Not Applicable
4042,17-0189,2017-04-25,1800, LACK OF SERVICE,"According to the complainant, on 12-21-15, they did not receive proper service from a sergeant and detective assigned to Counter Terrorism. This incident occurred in the confines of the 18th District.",male,white,75.0,63510858.0,black,male,6500 SOUTHWEST DET,Lack of Service,No Sustained Findings,Not Applicable
4043,17-0189,2017-04-25,1800, LACK OF SERVICE,"According to the complainant, on 12-21-15, they did not receive proper service from a sergeant and detective assigned to Counter Terrorism. This incident occurred in the confines of the 18th District.",male,white,75.0,68891412.0,white,male,9844 Domestic Prepardnes,Lack of Service,No Sustained Findings,Not Applicable
4044,17-0190,2017-04-24,3500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 4-3-17 at approximately 1:00am, they were verbally abused and their vehicle was improperly searched by officers assigned to the 35th District.",male,black,24.0,91870347.0,white,male,3500 35TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
